;Available since;Coordinates;Garden;Listing_status;Neighbourhood;Number of bedrooms;Number of rooms;Price;Surface (m²);Total volume (m³);Year built;Zipcode;link
973;19-04-2018;('4.8969567600', '52.3528251200');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Nieuwe Pijp;1;3;340.000;54;208;1910;1073TV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358812/van-ostadestraat
"
974;19-04-2018;('4.8969567600', '52.3528251200');['N', 'e', 'e'];Verkocht onder voorbehoud;Nieuwe Pijp;1;3;340.000;54;208;1910;1073TV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002282650/marco-polostraat
"
975;06-04-2018;('4.9552959500', '52.3940810900');['N', 'e', 'e'];Beschikbaar;Nieuwendam-Noord;2;3;295.000;88;255;2003;1024VS;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380056/zandvoortstraat
"
976;14-05-2018;('4.9031908400', '52.3531923100');['Ja', 'patio/atrium'];Beschikbaar;Diamantbuurt;2;3;625.000;81;279;2003;1074ES;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376680/rustenburgerstraat
"
977;18-05-2018;('4.8577689300', '52.3735618300');['N', 'e', 'e'];Beschikbaar;De Krommert;1;2;225.000;50;140;1933;1056VC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002381685/pieter-van-der-doesstraat
"
978;20-04-2018;('4.9125035800', '52.3525469500');['N', 'e', 'e'];Beschikbaar;Weesperzijde;1;3;600.000;108;323;1905;1091TE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358910/graaf-florisstraat
"
979;> 3 maanden;('4.9451159400', '52.3924886700');['Ja', 'ja'];Verkocht onder voorbehoud;Tuindorp Nieuwendam;2;3;300.000;52;230;1926;1023AR;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002360799/zwaagstraat
"
980;07-05-2018;('4.8446480200', '52.3767373900');['N', 'e', 'e'];Verkocht onder voorbehoud;De Kolenkit;1;1;170.000;29;103;1926;1055AA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373322/bos-en-lommerplantsoen
"
981;07-05-2018;('4.8446480200', '52.3767373900');['N', 'e', 'e'];Verkocht onder voorbehoud;De Kolenkit;1;1;170.000;29;103;1926;1055AA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315979/nieuwe-amstelstraat
"
982;> 3 maanden;('4.9455553600', '52.4029429200');['N', 'e', 'e'];Verkocht onder voorbehoud;Buikslotermeer;3;4;250.000;85;280;1967;1025ZM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366524/amerbos
"
983;09-05-2018;('4.8512893900', '52.3847942900');['N', 'e', 'e'];Beschikbaar;Centrale Markt;3;4;325.000;65;197;1936;1055PN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375394/haarlemmerweg
"
984;19-04-2018;('4.8644006600', '52.3653315700');['N', 'e', 'e'];Beschikbaar;Van Lennepbuurt;1;2;295.000;48;197;1936;1053GB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002357642/kinkerstraat
"
985;18-05-2018;('4.9373160100', '52.3648851200');['Ja', 'achtertuin'];Beschikbaar;Indische Buurt West;2;3;475.000;85;311;1914;1094AV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382488/lampongstraat
"
986;> 3 maanden;('4.9667240500', '52.3199107900');['N', 'e', 'e'];Verkocht onder voorbehoud;Bijlmer-Oost (E, G, K);2;5;199.000;100;280;2000;1103TB;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002329182/bijlmerdreef
"
987;> 3 maanden;('5.0161112600', '52.3071695900');['Ja', 'ja'];Verkocht onder voorbehoud;Driemond;3;4;250.000;74;315;1964;1109BE;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002367412/winterstraat
"
988;17-05-2018;('4.9298071200', '52.3683615500');['N', 'e', 'e'];Beschikbaar;Oostelijke Eilanden/Kadijken;2;3;485.000;86;282;2008;1018AK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382426/funenpark
"
989;> 3 maanden;('4.8838398500', '52.4170680100');['N', 'e', 'e'];Beschikbaar;Oostzanerwerf;1;2;200.000;56;171;1988;1033ZH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002379544/circusplein
"
990;04-05-2018;('4.9152278700', '52.4110496600');['N', 'e', 'e'];Beschikbaar;Banne Buiksloot;4;6;285.000;90;224;1977;1034SN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002370875/voorsteven
"
991;> 3 maanden;('4.9157606200', '52.3554450300');['N', 'e', 'e'];Verkocht onder voorbehoud;Oosterparkbuurt;2;3;350.000;60;188;1977;1091VG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002298891/vrolikstraat
"
992;> 3 maanden;('4.9157606200', '52.3554450300');['N', 'e', 'e'];Verkocht onder voorbehoud;Oosterparkbuurt;2;3;350.000;60;188;1977;1091VG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367372/de-egmondenstraat
"
993;09-03-2018;('4.9923343400', '52.3593023200');['Ja', 'achtertuin'];Verkocht onder voorbehoud;IJburg West;4;6;450.000;114;434;2006;1087AW;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002317983/erich-salomonstraat
"
994;12-05-2018;('4.8945199300', '52.3515297500');['N', 'e', 'e'];Beschikbaar;Diamantbuurt;2;3;395.000;64;205;1917;1072PH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375612/van-der-helstplein
"
995;29-03-2018;('4.8732747200', '52.3660714600');['N', 'e', 'e'];Verkocht onder voorbehoud;Van Lennepbuurt;1;2;299.000;44;136;1917;1053KT;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002341768/bilderdijkstraat
"
996;> 3 maanden;('4.9497370900', '52.3246486700');['N', 'e', 'e'];Beschikbaar;Bijlmer-Centrum (D, F, H);3;4;225.000;82;136;1984;1102XM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380814/dostojevskisingel
"
997;> 3 maanden;('4.8719748300', '52.3844457000');['N', 'e', 'e'];Verkocht onder voorbehoud;Staatsliedenbuurt;3;3;275.000;56;188;1906;1051VL;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002329169/van-der-hoopstraat
"
998;12-03-2018;('4.9204686300', '52.3669769500');['N', 'e', 'e'];Verkocht onder voorbehoud;Oostelijke Eilanden/Kadijken;2;3;1.080.000;147;599;1840;1018AW;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002318980/geschutswerf
"
999;12-03-2018;('4.9204686300', '52.3669769500');['N', 'e', 'e'];Verkocht onder voorbehoud;Oostelijke Eilanden/Kadijken;2;3;1.080.000;147;599;1840;1018AW;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002203299/nieuwendammerdijk
"
1000;> 3 maanden;('4.8807203900', '52.3620590700');['N', 'e', 'e'];Beschikbaar;Oude Pijp;2;3;899.000;142;451;1991;1054ES;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002240748/stadhouderskade
"
1001;20-04-2018;('4.9522540800', '52.3926589000');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Nieuwendam-Noord;2;3;250.000;61;218;1966;1024NP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358838/werengouw
"
1002;> 3 maanden;('4.7851305500', '52.3546279800');['N', 'e', 'e'];Beschikbaar;Middelveldsche Akerpolder en Sloten;3;4;235.000;99;330;1966;1069GD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372914/akerwateringstraat
"
1003;05-05-2018;('4.9303365000', '52.4096259300');['Ja'];Beschikbaar;Buikslotermeer;3;5;450.000;116;390;1998;1025MS;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002371394/diopter
"
1004;> 3 maanden;('4.8782442300', '52.3897845300');['N', 'e', 'e'];Beschikbaar;Spaarndammer- en Zeeheldenbuurt;3;4;425.000;92;285;1986;1013VG;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002325394/houtrijkstraat
"
1005;18-05-2018;('4.9964828200', '52.3549750300');['N', 'e', 'e'];Beschikbaar;IJburg West;3;5;400.000;130;392;2005;1087GK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382942/kiekstraat
"
1006;> 3 maanden;('4.9028101100', '52.3423515300');['N', 'e', 'e'];Verkocht onder voorbehoud;Rijnbuurt;3;5;750.000;118;385;1938;1079GM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002342553/kinderdijkstraat
"
1007;06-05-2018;('4.8753435400', '52.3763713700');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Frederik Hendrikbuurt;2;3;525.000;80;280;1886;1052JS;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002371612/van-oldenbarneveldtstraat
"
1008;> 3 maanden;('4.9100749400', '52.3627382600');['N', 'e', 'e'];Beschikbaar;Weesperbuurt/Plantage;2;5;1.600.000;149;520;1887;1018WV;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002325593/nieuwe-achtergracht
"
1009;> 3 maanden;('4.8565825500', '52.3585739500');['Ja'];Verkocht onder voorbehoud;Overtoomse Sluis;1;2;398.000;59;168;1914;1054SZ;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002279785/busken-huetstraat
"
1010;> 3 maanden;('4.8845908500', '52.4130627100');['Ja', 'ja'];Beschikbaar;Tuindorp Oostzaan;4;5;275.000;78;275;1936;1033GZ;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002360805/meteorenweg
"
1011;13-04-2018;('4.8518331500', '52.3774717600');['N', 'e', 'e'];Verkocht onder voorbehoud;Erasmuspark;2;3;250.000;53;146;1936;1055CE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002353840/esmoreitstraat
"
1012;07-05-2018;('4.8538570200', '52.3667135900');['N', 'e', 'e'];Beschikbaar;Hoofdweg en omgeving;1;2;299.000;51;160;1929;1057SP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002369769/hudsonstraat
"
1013;09-05-2018;('4.9267702100', '52.3935871700');['Ja'];Beschikbaar;Tuindorp Buiksloot;3;4;375.000;72;26.284;1931;1025RD;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002375863/schiermonnikoogstraat
"
1014;> 3 maanden;('4.9832770100', '52.3625073300');['N', 'e', 'e'];Beschikbaar;IJburg West;3;4;650.000;152;519;2010;1086ZJ;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002324734/ijburglaan
"
1015;> 3 maanden;('4.9053968400', '52.4203841800');['N', 'e', 'e'];Verkocht onder voorbehoud;Kadoelen;3;3;425.000;130;535;1992;1035SG;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002236477/adrianus-van-waertweg
"
1016;> 3 maanden;('4.9037164800', '52.3547942700');['Ja', 'ja'];Beschikbaar;Nieuwe Pijp;3;5;759.000;120;383;1900;1074XJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372910/sint-willibrordusstraat
"
1017;> 3 maanden;('4.9006156800', '52.3618189600');['N', 'e', 'e'];Beschikbaar;De Weteringschans;3;5;550.000;120;250;1998;1017WD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002321741/utrechtsedwarsstraat
"
1018;05-04-2018;('4.9219658600', '52.3880140200');['N', 'e', 'e'];Beschikbaar;Ijplein/Vogelbuurt;2;3;355.000;82;273;2006;1021TR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002347303/albatrospad
"
1019;> 3 maanden;('4.8900330700', '52.3747173100');['N', 'e', 'e'];Verkocht onder voorbehoud;Grachtengordel-West;1;2;495.000;66;185;1634;1012VK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002286685/singel
"
1020;> 3 maanden;('4.8928192600', '52.3434516600');['N', 'e', 'e'];Verkocht onder voorbehoud;Scheldebuurt;2;3;700.000;87;289;1930;1078XH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002299692/zoomstraat
"
1021;05-03-2018;('4.8626716000', '52.3526242200');['N', 'e', 'e'];Verkocht onder voorbehoud;Willemspark;2;3;479.000;62;223;1930;1075GJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002247775/valeriusstraat
"
1022;05-05-2018;('4.9435344400', '52.3978483700');['N', 'e', 'e'];Verkocht onder voorbehoud;Buikslotermeer;2;3;325.000;87;275;1930;1025XG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002371584/dollardpad
"
1023;05-05-2018;('4.9435344400', '52.3978483700');['N', 'e', 'e'];Verkocht onder voorbehoud;Buikslotermeer;2;3;325.000;87;275;1930;1025XG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367020/bellamystraat
"
1024;> 3 maanden;('4.9298327400', '52.3929339500');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Tuindorp Buiksloot;3;4;349.000;84;210;1933;1025NM;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002209307/voornestraat
"
1025;27-04-2018;('4.8518380200', '52.3837066900');['N', 'e', 'e'];Verkocht onder voorbehoud;Landlust;2;4;400.000;101;260;1936;1055NP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002364903/gibraltarstraat
"
1026;> 3 maanden;('4.8442271000', '52.3809603200');['N', 'e', 'e'];Verkocht onder voorbehoud;De Kolenkit;2;3;250.000;80;270;1960;1061GL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002316849/sinjeur-semeynsstraat
"
1027;> 3 maanden;('4.8442271000', '52.3809603200');['N', 'e', 'e'];Verkocht onder voorbehoud;De Kolenkit;2;3;250.000;80;270;1960;1061GL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376008/tweede-atjehstraat
"
1028;> 3 maanden;('4.8442271000', '52.3809603200');['N', 'e', 'e'];Verkocht onder voorbehoud;De Kolenkit;2;3;250.000;80;270;1960;1061GL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002297625/peperstraat
"
1029;> 3 maanden;('4.8025853100', '52.3789914600');['N', 'e', 'e'];Verkocht onder voorbehoud;Geuzenveld;2;3;225.000;95;250;2001;1067MT;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002329146/jan-van-duivenvoordestraat
"
1030;27-04-2018;('4.9177264300', '52.3971736900');['N', 'e', 'e'];Verkocht onder voorbehoud;Volewijck;2;3;259.000;64;240;1927;1032AK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002364219/wingerdweg
"
1031;14-05-2018;('4.9460939900', '52.3251834000');['N', 'e', 'e'];Beschikbaar;Bijlmer-Centrum (D, F, H);1;2;139.500;40;115;1983;1102ZA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376977/chestertonlaan
"
1032;> 3 maanden;('4.7885314000', '52.3582313600');['N', 'e', 'e'];Verkocht onder voorbehoud;De Punt;3;4;189.500;70;214;1969;1069EG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002360090/langswater
"
1033;> 3 maanden;('4.8813300200', '52.3317639300');['N', 'e', 'e'];Beschikbaar;Buitenveldert-West;3;4;449.500;100;214;1986;1083JN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002255941/arent-janszoon-ernststraat
"
1034;01-05-2018;('4.8597044200', '52.3762757700');['N', 'e', 'e'];Beschikbaar;Landlust;2;3;250.000;50;155;1924;1056XM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367742/coppelstockstraat
"
1035;04-05-2018;('4.9228701900', '52.3717948100');['N', 'e', 'e'];Bieding;Oostelijke Eilanden/Kadijken;1;2;425.000;100;395;2004;1018WA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002370995/jacob-burggraafstraat
"
1036;16-04-2018;('4.8610343200', '52.3446358200');['N', 'e', 'e'];Beschikbaar;Stadionbuurt;4;6;815.000;137;493;2004;1076JP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002355988/van-tuyll-van-serooskerkenweg
"
1037;30-03-2018;('4.8521917200', '52.3623560000');['N', 'e', 'e'];Bieding;Westindische buurt;2;3;350.000;60;228;1931;1058CB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002343084/curacaostraat
"
1038;30-03-2018;('4.8803933200', '52.3688434100');['N', 'e', 'e'];Beschikbaar;Jordaan;2;9;925.000;178;485;1931;1016VH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376176/oude-looiersstraat
"
1039;03-05-2018;('4.9428838300', '52.3586798500');['N', 'e', 'e'];Verkocht onder voorbehoud;Middenmeer;2;3;300.000;49;157;1926;1095JK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002369947/valentijnkade
"
1040;15-05-2018;('4.8654037300', '52.3249808800');['Ja', 'achtertuin'];Beschikbaar;Buitenveldert-West;4;6;850.000;176;475;1926;1081AV;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002379123/noordhollandstraat
"
1041;01-05-2018;('4.9314439900', '52.3962566000');['N', 'e', 'e'];Bieding;Buikslotermeer;3;4;275.000;93;298;1968;1025KB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366755/benedenlangs
"
1042;30-03-2018;('4.8901708300', '52.3899430400');['Ja', 'zonneterras'];Verkocht onder voorbehoud;Spaarndammer- en Zeeheldenbuurt;3;4;900.000;143;533;2009;1013NJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002342704/barentszplein
"
1043;> 3 maanden;('4.8960836800', '52.4171193900');['N', 'e', 'e'];Beschikbaar;Oostzanerwerf;3;6;898.000;275;825;1925;1035PJ;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002329428/zuideinde
"
1044;> 3 maanden;('4.8938199800', '52.3603617800');['N', 'e', 'e'];Verkocht onder voorbehoud;De Weteringschans;4;5;550.000;76;250;1925;1017TE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002359984/fokke-simonszstraat
"
1045;> 3 maanden;('4.8903875900', '52.4112357100');['Ja', 'ja'];Beschikbaar;Tuindorp Oostzaan;2;3;275.000;69;270;1922;1033GG;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002377391/castorplein
"
1046;04-05-2018;('4.9080144000', '52.3564205500');['N', 'e', 'e'];Bieding;Weesperzijde;1;2;275.000;51;166;1954;1091CJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002370993/blasiusstraat
"
1047;08-05-2018;('4.8900961600', '52.4123219900');['Ja', 'achtertuin'];Beschikbaar;Tuindorp Oostzaan;2;5;325.000;71;274;1922;1033CJ;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373192/zonneweg
"
1048;> 3 maanden;('4.8690220200', '52.3819701800');['N', 'e', 'e'];Verkocht onder voorbehoud;Staatsliedenbuurt;1;2;265.000;36;122;1906;1051CN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002305348/de-kempenaerstraat
"
1049;17-05-2018;('4.9047531900', '52.3525965100');['Ja', 'achtertuin'];Beschikbaar;Diamantbuurt;2;5;665.000;105;337;1906;1074VJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002381243/tolstraat
"
1050;> 3 maanden;('4.8103654200', '52.3555715400');['N', 'e', 'e'];Beschikbaar;Osdorp-Oost;1;2;200.000;64;196;1965;1068JP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377699/s-f-van-ossstraat
"
1051;> 3 maanden;('4.9979395900', '52.3562381000');['N', 'e', 'e'];Verkocht onder voorbehoud;IJburg West;1;4;350.000;100;350;2005;1087GZ;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002248718/erich-salomonstraat
"
1052;> 3 maanden;('4.9681176100', '52.3167790100');['N', 'e', 'e'];Beschikbaar;Bijlmer-Oost (E, G, K);2;3;189.000;70;185;1984;1104PH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372255/krimpertplein
"
1053;20-04-2018;('4.8666113100', '52.3658715800');['N', 'e', 'e'];Beschikbaar;Van Lennepbuurt;2;2;295.000;47;170;1904;1053EM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358956/kinkerstraat
"
1054;> 3 maanden;('4.8578789100', '52.3581932800');['N', 'e', 'e'];Beschikbaar;Vondelbuurt;1;2;460.000;70;249;1915;1054LG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002253433/overtoom
"
1055;> 3 maanden;('4.8209639400', '52.3566922600');['Ja'];Beschikbaar;Slotervaart;3;4;285.000;86;249;1984;1065LX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377572/jan-muschstraat
"
1056;> 3 maanden;('4.9008609900', '52.3514930600');['N', 'e', 'e'];Verkocht onder voorbehoud;Diamantbuurt;1;2;285.000;44;134;1984;1073GW;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002306704/lutmastraat
"
1057;> 3 maanden;('4.9008609900', '52.3514930600');['N', 'e', 'e'];Verkocht onder voorbehoud;Diamantbuurt;1;2;285.000;44;134;1984;1073GW;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002371694/galantstraat
"
1058;16-03-2018;('4.8808880000', '52.3589500300');['Ja', 'zonneterras'];Beschikbaar;Museumkwartier;3;4;3.600.000;251;878;1903;1071DA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002331772/paulus-potterstraat
"
1059;> 3 maanden;('4.9526213600', '52.3117079200');['N', 'e', 'e'];Beschikbaar;Bijlmer-Centrum (D, F, H);1;2;200.000;45;120;1982;1102NJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0000426741/haardstee
"
1060;17-04-2018;('4.8508717700', '52.3792469800');['N', 'e', 'e'];Verkocht onder voorbehoud;Erasmuspark;2;3;335.000;69;222;1940;1055GE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356103/hofwijckstraat
"
1061;16-04-2018;('4.9926297100', '52.2930456900');"['Ja', 'achtertuin;voortuin']";Beschikbaar;Gein;3;5;285.000;83;335;1986;1107DG;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002357814/wethouder-vospad
"
1062;> 3 maanden;('4.9952264400', '52.3592849600');['N', 'e', 'e'];Verkocht onder voorbehoud;IJburg West;2;3;600.000;144;391;2008;1087DL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002342549/bert-haanstrahof
"
1063;04-05-2018;('4.9230327400', '52.3716965800');['N', 'e', 'e'];Bieding;Oostelijke Eilanden/Kadijken;1;2;470.000;112;450;2004;1018WA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002370996/jacob-burggraafstraat
"
1064;> 3 maanden;('4.9158026400', '52.3445790200');['N', 'e', 'e'];Beschikbaar;De Omval;1;3;530.000;101;273;1997;1096HR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002325081/omval
"
1065;> 3 maanden;('4.9158026400', '52.3445790200');['N', 'e', 'e'];Beschikbaar;De Omval;1;3;530.000;101;273;1997;1096HR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002337249/czaar-peterstraat
"
1066;> 3 maanden;('4.8030905500', '52.3473210100');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Sloten- en Riekerpolder;4;5;359.000;119;365;1995;1066SW;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002253032/roeselarestraat
"
1067;24-04-2018;('4.8567605900', '52.3461356700');['Ja', 'achtertuin'];Beschikbaar;Stadionbuurt;2;3;680.000;85;317;1928;1076DK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002361111/eosstraat
"
1068;17-05-2018;('4.8443808400', '52.3760367200');['N', 'e', 'e'];Beschikbaar;De Kolenkit;1;1;185.000;30;106;1960;1055AA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382940/bos-en-lommerplantsoen
"
